COD_DPTO,COD_MUNIC,ANO,apgar_bajo_promedio,consultas_promedio,defunciones_fetales,edad_materna_promedio,num_instituciones,pct_area_rural,pct_bajo_nivel_educativo,pct_bajo_peso,pct_cesarea,pct_embarazo_multiple,pct_instituciones_publicas,pct_madres_adolescentes,pct_madres_edad_avanzada,pct_prematuro,pct_regimen_subsidiado,pct_sin_control_prenatal,pct_sin_seguridad_social,presion_obstetrica,tasa_mortalidad_fetal,total_defunciones,total_nacimientos,puntos_riesgo,riesgo_obstetrico,tasa_mortalidad_infantil,alta_mortalidad
50,450,2020,0.0526315789473684,2.3,0.0,3.3947368421052637,34.333333333333336,0.5263157894736842,0.9210526315789472,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.5,0.6842105263157895,0.6052631578947368,0.0,1.1067961165048543,0.0,0.0,38,2,0,0.0,0
50,450,2021,0.0,1.6923076923076923,0.0,3.6,34.333333333333336,0.4,0.725,0.075,0.0,0.0,0.3927785425028781,1.0,0.0,0.9,0.825,0.4,0.0,1.1650485436893203,0.0,0.0,40,2,0,0.0,0
50,450,2022,0.0,1.3571428571428572,0.0,3.3095238095238093,34.333333333333336,0.3809523809523809,0.8095238095238095,0.0952380952380952,0.0,0.0,0.3927785425028781,1.0,0.0,0.8095238095238095,0.8095238095238095,0.5714285714285714,0.0,1.2233009708737863,0.0,0.0,42,3,1,0.0,0
50,450,2023,0.0,0.8571428571428571,1.0,3.2857142857142856,34.333333333333336,0.4285714285714285,0.8095238095238095,0.1428571428571428,0.0,0.0,0.3927785425028781,1.0,0.0,0.7142857142857143,0.9047619047619048,0.7142857142857143,0.0,0.6116504854368932,47.61904761904761,0.0,21,4,1,0.0,0
50,450,2024,0.0,2.0,0.0,7.0,34.333333333333336,0.5666666666666667,0.8333333333333334,0.1,0.0,0.0,0.3927785425028781,0.9666666666666668,0.0333333333333333,0.5333333333333333,0.8333333333333334,0.5,0.1,0.8737864077669902,0.0,0.0,30,2,0,0.0,0
50,568,2020,0.0213089802130898,2.752577319587629,9.0,3.394216133942161,34.333333333333336,0.4140030441400304,0.9665144596651446,0.0213089802130898,0.0015220700152207,0.0,0.3927785425028781,1.0,0.0,0.589041095890411,0.8386605783866058,0.5418569254185692,0.0,19.135922330097085,13.6986301369863,1.0,657,3,1,1.5220700152207,0
50,568,2021,0.0136612021857923,1.9830220713073008,5.0,3.441256830601093,34.333333333333336,0.4658469945355191,0.9494535519125684,0.0286885245901639,0.0,0.0054644808743169,0.3927785425028781,1.0,0.0,0.575136612021858,0.7841530054644809,0.5327868852459017,0.0027322404371584,21.320388349514563,6.830601092896175,3.0,732,3,1,4.0983606557377055,0
50,568,2022,0.0246153846153846,1.6925465838509317,13.0,3.352307692307692,34.333333333333336,0.3938461538461538,0.8646153846153846,0.0476923076923076,0.0,0.003076923076923,0.3927785425028781,1.0,0.0,0.7446153846153846,0.816923076923077,0.4676923076923077,0.0,18.932038834951456,20.0,4.0,650,2,0,6.153846153846154,0
50,568,2023,0.0294659300184162,1.9189686924493556,14.0,3.4640883977900554,34.333333333333336,0.3020257826887661,0.9116022099447514,0.0349907918968692,0.0,0.005524861878453,0.3927785425028781,1.0,0.0,0.7513812154696132,0.8324125230202578,0.4198895027624309,0.0,15.815533980582524,25.78268876611418,7.0,543,2,0,12.89134438305709,1
50,568,2024,0.0210772833723653,2.03988603988604,6.0,4.470725995316159,34.333333333333336,0.117096018735363,0.9203747072599532,0.0585480093676815,0.0,0.0070257611241217,0.3927785425028781,0.990632318501171,0.009367681498829,0.7166276346604216,0.6463700234192038,0.4964871194379391,0.1779859484777517,12.436893203883496,14.05152224824356,1.0,427,2,0,2.34192037470726,0
50,573,2020,0.0133333333333333,4.490990990990991,4.0,3.5644444444444443,34.333333333333336,0.0444444444444444,0.9333333333333332,0.0577777777777777,0.0,0.0088888888888888,0.3927785425028781,1.0,0.0,0.9866666666666668,0.7155555555555555,0.0666666666666666,0.0044444444444444,6.5533980582524265,17.77777777777778,0.0,225,1,0,0.0,0
50,573,2021,0.0478468899521531,4.485436893203883,2.0,3.5598086124401918,34.333333333333336,0.0478468899521531,0.9234449760765552,0.0287081339712918,0.0,0.0095693779904306,0.3927785425028781,1.0,0.0,0.9808612440191388,0.7272727272727273,0.1004784688995215,0.0,6.0873786407766985,9.569377990430622,0.0,209,1,0,0.0,0
50,573,2022,0.0704225352112676,4.226415094339623,7.0,3.384976525821596,34.333333333333336,0.0328638497652582,0.9154929577464788,0.028169014084507,0.0,0.0093896713615023,0.3927785425028781,1.0,0.0,1.0,0.6901408450704225,0.0985915492957746,0.0046948356807511,6.203883495145631,32.863849765258216,1.0,213,1,0,4.694835680751174,0
50,573,2023,0.0466321243523316,4.466321243523316,7.0,3.6580310880829017,34.333333333333336,0.0518134715025906,0.8911917098445595,0.0466321243523316,0.0,0.0103626943005181,0.3927785425028781,1.0,0.0,0.9948186528497408,0.7253886010362695,0.1088082901554404,0.0,5.621359223300971,36.269430051813465,0.0,193,1,0,0.0,0
50,573,2024,0.0405405405405405,4.547297297297297,2.0,3.574324324324324,34.333333333333336,0.0405405405405405,0.8851351351351351,0.054054054054054,0.0,0.0067567567567567,0.3927785425028781,1.0,0.0,0.972972972972973,0.7162162162162162,0.1013513513513513,0.0067567567567567,4.310679611650485,13.513513513513514,1.0,148,0,0,6.756756756756757,1
50,577,2020,0.0869565217391304,4.318181818181818,0.0,4.086956521739131,34.333333333333336,0.0869565217391304,0.782608695652174,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.9565217391304348,0.782608695652174,0.1739130434782608,0.0,0.6699029126213591,0.0,0.0,23,0,0,0.0,0
50,577,2021,0.0,4.166666666666667,0.0,4.25,34.333333333333336,0.0,1.0,0.0833333333333333,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.9166666666666666,0.1666666666666666,0.0,0.3495145631067961,0.0,0.0,12,1,0,0.0,0
50,577,2022,0.0,4.769230769230769,0.0,3.923076923076923,34.333333333333336,0.0769230769230769,0.8461538461538461,0.0769230769230769,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.7692307692307693,0.1538461538461538,0.0,0.3786407766990291,0.0,0.0,13,1,0,0.0,0
50,577,2023,0.0,4.111111111111111,1.0,3.888888888888889,34.333333333333336,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.2621359223300971,111.1111111111111,0.0,9,-1,-1,0.0,0
50,577,2024,0.0,4.0,0.0,2.75,34.333333333333336,0.25,1.0,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.875,1.0,0.125,0.0,0.233009708737864,0.0,0.0,8,-1,-1,0.0,0
50,590,2020,0.0526315789473684,4.541666666666667,2.0,3.6140350877192975,34.333333333333336,0.175438596491228,0.6842105263157895,0.0350877192982456,0.0,0.0,0.3927785425028781,1.0,0.0,0.8245614035087719,0.8421052631578947,0.1929824561403508,0.0,1.6601941747572817,35.08771929824561,0.0,57,1,0,0.0,0
50,590,2021,0.0149253731343283,4.818181818181818,1.0,3.716417910447761,34.333333333333336,0.0149253731343283,0.6417910447761194,0.0597014925373134,0.0,0.0,0.3927785425028781,1.0,0.0,0.9850746268656716,0.7164179104477612,0.0298507462686567,0.0149253731343283,1.9514563106796117,14.92537313432836,0.0,67,0,0,0.0,0
